track_id	gt_bpm	det_bpm	det_conf	ioi_bpm	ioi_conf	comb_bpm	comb_conf	ac_bpm	ac_conf	lowac_bpm	lowac_conf	hopf_bpm	hopf_conf	spec_bpm	spec_conf	crest_db	transient_density	tempo_stability	d_low	d_high	machine_timed	drumless	duration_s	n_onsets	pc_det	pc_half	pc_double	pc_triple	es_det	es_half	es_double	es_triple	me_det	me_half	me_double	me_triple	io_det	io_half	io_double	io_triple	label
Albums-AnaBelen_Veneo-02	224	99.68	0.5853	187.18	0.0751	101.50	0.3777	100.13	0.6769	100.05	0.6726	198.50	0.1215	99.22	0.5426	14.39	8.96	0.0000	7.27	6.14	0	0	30.14	270	0.0618	0.0517	0.0224	0.0737	0.5294	0.1154	0.8614	0.5828	0.5212	0.4757	0.4093	0.7989	0.4981	0.0149	0.7732	0.5428	-1
Albums-Cafe_Paradiso-01	102	101.81	0.5964	187.22	0.0761	68.50	0.2683	101.80	0.7880	99.34	0.7304	103.00	0.0786	152.27	0.6112	17.08	8.89	0.0000	7.23	6.77	0	0	30.14	268	0.0382	0.0932	0.0122	0.0372	0.3462	0.3462	0.8738	0.5000	0.3421	0.2425	0.8424	0.4050	0.5843	0.0037	0.7978	0.5655	0
Albums-Cafe_Paradiso-02	100	200	0.5223	199.73	0.1860	66.50	0.4415	99.74	0.5448	99.73	0.7861	200.00	0.1777	199.22	0.8227	12.48	8.16	0.0000	7.03	6.40	0	0	30.14	246	0.0345	0.0434	0.3951	0.0231	0.2772	0.3922	0.7811	0.4503	0.2064	0.3723	0.8656	0.5108	0.8490	0.6571	0.9184	0.4816	1
Albums-Cafe_Paradiso-03	102	101.78	0.5306	199.74	0.1398	102.50	0.3701	101.63	0.6746	68.32	0.9131	101.50	0.0730	75.79	0.7882	17.53	8.43	0.0000	7.60	6.87	0	0	30.14	254	0.0262	0.0239	0.0349	0.0803	0.0577	0.0769	0.2136	0.4545	0.0044	0.0572	0.0864	0.3604	0.6957	0.0000	0.8577	0.3874	0
Albums-Cafe_Paradiso-04	100	133.11	0.5236	199.74	0.0678	80.00	0.3888	134.42	0.4315	99.95	0.6708	199.50	0.1790	99.20	0.7852	12.94	8.76	0.0000	7.30	6.67	0	0	30.14	264	0.0253	0.0489	0.0135	0.6567	0.7761	0.9412	0.5149	0.9552	0.5335	0.6083	0.5894	0.8321	0.6844	0.0190	0.6464	0.9087	-1
Albums-Fire-02	104	103.91	0.6547	187.20	0.0891	103.00	0.4767	103.35	0.8012	103.39	0.9484	104.00	0.0960	101.51	0.9004	14.40	9.08	0.0000	7.45	6.64	0	0	30.72	279	0.0563	0.0554	0.0756	0.0466	0.8704	0.2963	0.2336	0.4875	0.5263	0.3089	0.4002	0.5227	0.5576	0.0036	0.8273	0.6115	0
Albums-Fire-09	104	123.72	0.5486	124.73	0.0381	122.50	0.5043	61.87	0.5523	121.41	0.7471	123.00	0.1818	93.89	0.7391	15.31	7.49	0.0000	6.15	6.05	0	0	30.72	230	0.0408	0.0672	0.3198	0.1003	0.2188	0.1562	0.9370	0.5340	0.2337	0.4855	0.8537	0.5465	0.6681	0.1790	0.8079	0.5197	-1
Albums-Fire-15	104	103.97	0.6238	199.74	0.0967	104.50	0.5493	103.11	0.7825	103.33	0.9639	104.50	0.1144	106.80	0.8920	15.69	8.40	0.0000	7.78	6.87	0	0	30.72	258	0.1314	0.0483	0.1483	0.0622	0.3333	0.4444	0.1682	0.5375	0.2089	0.2089	0.1520	0.7136	0.6693	0.0000	0.8405	0.4864	0
Albums-Latin_Jam-03	104	103.76	0.6005	199.74	0.1618	102.50	0.3941	103.30	0.6828	103.32	0.8747	103.50	0.0733	101.36	0.8777	11.45	8.00	0.0000	7.46	6.83	0	0	30.14	241	0.0635	0.0459	0.0421	0.0208	0.1887	0.0370	0.4000	0.5478	0.3829	0.1919	0.3014	0.5164	0.8042	0.0000	0.8833	0.2708	0
Albums-Latin_Jam-06	104	103.57	0.5536	187.14	0.1050	103.50	0.2622	103.22	0.4582	103.29	0.6773	154.50	0.0578	106.37	0.7540	15.51	8.22	0.0000	7.39	5.72	0	0	30.05	247	0.0550	0.0644	0.0811	0.0536	0.7308	0.5385	0.8750	0.4744	0.2929	0.2319	0.8063	0.7785	0.6504	0.0203	0.8740	0.4593	0
Albums-Latin_Jam-09	104	103.81	0.5970	199.75	0.1697	103.00	0.3704	103.21	0.7735	103.22	0.7310	103.50	0.0864	101.73	0.8716	14.63	9.19	0.0000	7.99	6.92	0	0	30.05	276	0.0868	0.0206	0.0106	0.0914	0.9038	0.6923	0.8942	0.5897	0.5154	0.5675	0.5406	0.7445	0.5491	0.0000	0.7527	0.5455	0
Albums-Latin_Jam-15	104	103.67	0.5213	199.75	0.0928	69.00	0.4107	103.28	0.5298	103.33	0.7300	103.50	0.0919	155.20	0.7470	15.38	8.29	0.0000	7.46	5.87	0	0	30.14	250	0.0225	0.0339	0.0512	0.0938	0.5283	0.3704	0.9143	0.4777	0.2020	0.1073	0.8339	0.4662	0.6667	0.0040	0.8474	0.4538	0
Albums-Latin_Jam2-01	102	101.71	0.5844	199.74	0.0875	82.00	0.2961	101.64	0.5981	101.82	0.8765	114.50	0.0647	102.98	0.8721	15.17	8.39	0.0000	8.19	6.60	0	0	30.14	253	0.0810	0.0190	0.0342	0.1181	0.9615	0.5000	0.1456	0.5909	0.5573	0.1353	0.1715	0.5281	0.6786	0.0119	0.8373	0.3849	0
Albums-Latin_Jam2-02	104	103.7	0.7310	187.22	0.0605	64.00	0.1883	103.13	0.8598	103.23	0.9795	103.00	0.0551	106.93	0.8609	14.57	8.95	0.0000	6.32	5.89	0	0	30.05	269	0.0515	0.1000	0.1628	0.1144	0.9231	0.5000	0.8269	0.5513	0.4999	0.2916	0.6915	0.5315	0.5336	0.0522	0.7313	0.5784	0
Albums-Latin_Jam2-03	102	103.74	0.6154	199.75	0.1008	156.00	0.3032	103.20	0.8195	103.22	0.9325	103.00	0.1050	101.23	0.8811	15.19	8.26	0.0000	7.03	6.63	0	0	30.14	249	0.1035	0.0075	0.0541	0.1261	0.9811	0.0370	0.2190	0.6115	0.6980	0.7977	0.6561	0.7447	0.6935	0.0161	0.8548	0.4395	0
Albums-Latin_Jam2-14	104	103.83	0.6402	199.73	0.0491	83.00	0.2319	103.23	0.8150	103.24	0.9809	102.50	0.0780	106.78	0.8785	15.24	7.73	0.2180	7.00	6.07	0	0	30.14	233	0.0284	0.0639	0.1153	0.0736	0.8868	0.1111	0.5238	0.5159	0.3545	0.3545	0.6515	0.4344	0.7155	0.0603	0.8534	0.3966	0
Albums-Latin_Jam3-04	100	100.08	0.6518	187.22	0.0674	66.50	0.2877	99.87	0.6402	99.78	0.9295	199.50	0.1464	99.32	0.8959	14.32	9.85	0.0000	8.09	7.03	0	0	30.14	297	0.0937	0.0460	0.1220	0.1487	0.9804	0.2308	0.1980	0.6755	0.4637	0.5779	0.3179	0.5618	0.5101	0.0000	0.7601	0.5845	0
Albums-Latin_Jam3-05	100	100.07	0.6596	199.74	0.0981	101.50	0.3965	99.84	0.8010	99.76	0.9329	200.00	0.1915	99.28	0.8916	15.82	8.19	0.0000	7.36	6.97	0	0	30.14	247	0.0312	0.0457	0.1227	0.0658	0.9412	0.1154	0.1188	0.5166	0.3857	0.7335	0.2152	0.7601	0.7073	0.0000	0.8049	0.4268	0
Albums-Latin_Jam3-06	100	99.96	0.6043	199.75	0.1060	99.50	0.5028	99.80	0.6372	99.82	0.6481	199.50	0.1864	99.21	0.8736	12.81	8.56	0.0000	7.20	6.50	0	0	30.14	258	0.0265	0.0995	0.1188	0.1435	0.1373	0.3077	0.1188	0.5563	0.1484	0.4084	0.2792	0.6801	0.5642	0.0078	0.7782	0.5136	0
Albums-Latin_Jam4-02	104	103.73	0.5433	199.73	0.1332	183.50	0.2426	103.17	0.5826	103.04	0.6822	195.00	0.0583	106.86	0.7646	12.48	8.06	0.0000	7.63	6.44	0	0	30.14	243	0.0281	0.0424	0.0591	0.0854	0.2642	0.0000	0.9810	0.5478	0.3010	0.0000	0.7026	0.4865	0.7231	0.0207	0.8306	0.3884	0
Albums-Latin_Jam4-07	104	103.67	0.5283	199.75	0.0714	62.50	0.2250	103.27	0.6799	103.28	0.8262	155.50	0.0612	63.83	0.6277	10.87	10.09	0.0000	8.53	6.73	0	0	30.14	304	0.1219	0.0379	0.0722	0.0336	0.3396	0.4815	0.3714	0.5924	0.2666	0.2804	0.3598	0.5798	0.4653	0.0033	0.7888	0.5974	0
Albums-Latin_Jam4-12	104	103.76	0.6146	187.19	0.0961	83.00	0.3139	103.19	0.6821	103.22	0.9819	103.00	0.0710	106.27	0.7793	14.39	8.69	0.0000	7.33	7.27	0	0	30.14	262	0.1251	0.0296	0.0544	0.1026	0.0755	0.9630	0.0952	0.6051	0.1091	0.8103	0.4029	0.6984	0.6705	0.0038	0.8123	0.4866	0
Albums-Latin_Jam5-01	100	199.55	0.6524	199.72	0.1561	79.50	0.3472	100.07	0.6027	100.12	0.5326	62.50	0.0773	199.22	0.8103	15.56	8.29	0.0000	7.13	6.07	0	0	30.14	250	0.0185	0.0575	0.7622	0.0566	0.0594	0.0784	0.9701	0.4585	0.2487	0.2561	0.7867	0.6546	0.8353	0.6546	0.8876	0.4900	1
Albums-Latin_Jam5-06	100	99.95	0.5413	199.72	0.0858	199.00	0.3647	100.05	0.7399	99.96	0.7724	199.00	0.2129	99.44	0.8064	14.68	8.29	0.0000	7.60	6.57	0	0	30.14	250	0.0371	0.0325	0.0246	0.0496	0.7059	0.1923	0.7228	0.4834	0.5091	0.7742	0.5882	0.5516	0.5863	0.0040	0.8835	0.4739	0
Albums-Latin_Jam5-10	100	99.84	0.5596	199.73	0.0704	100.00	0.5814	100.07	0.7623	100.10	0.8981	199.50	0.1975	99.74	0.8298	13.88	7.86	0.0000	7.03	5.61	0	0	30.14	237	0.0788	0.0468	0.0534	0.0433	0.9804	0.1923	0.9010	0.4636	0.4540	0.0839	0.7274	0.3462	0.6483	0.0169	0.8729	0.4492	0
Albums-Latino_Latino-03	202	132.58	0.4490	199.74	0.1195	95.00	0.3273	133.75	0.6101	99.88	0.7876	200.00	0.2198	99.56	0.7215	18.06	7.94	0.0000	7.10	6.12	0	0	30.72	244	0.0097	0.0282	0.0366	0.2295	0.4265	0.4412	0.4338	0.6127	0.3213	0.3682	0.4284	0.7287	0.7202	0.0412	0.6379	0.8477	-1
Albums-Macumba-05	100	99.91	0.4904	199.71	0.1773	100.00	0.5714	99.89	0.6142	99.91	0.7056	200.00	0.1979	99.67	0.8027	14.51	9.14	0.0000	7.91	6.58	0	0	30.09	275	0.0535	0.0259	0.0222	0.0981	0.9216	0.1154	0.4455	0.6159	0.8261	0.1232	0.6999	0.7724	0.5182	0.0000	0.7774	0.5401	0
Albums-Macumba-06	100	100.06	0.5633	187.17	0.0622	200.00	0.3909	99.87	0.5583	99.87	0.8156	200.00	0.2101	98.86	0.7303	13.92	8.08	0.0000	6.75	6.61	0	0	30.09	243	0.0667	0.0064	0.0422	0.0602	0.7255	0.1923	0.8614	0.4636	0.2835	0.0443	0.6957	0.7887	0.7066	0.0124	0.8017	0.4132	0
Albums-Macumba-07	100	100	0.5775	187.19	0.0565	80.00	0.3307	99.95	0.5960	99.91	0.7975	199.00	0.1081	99.38	0.8538	13.12	7.48	0.0000	7.14	6.48	0	0	30.09	225	0.0146	0.0476	0.0569	0.0502	0.0784	0.9615	0.0297	0.3179	0.3394	0.6174	0.1310	0.1774	0.8036	0.0134	0.8973	0.3616	0
Albums-Macumba-08	100	99.99	0.5901	199.75	0.0642	101.00	0.5455	133.11	0.6632	133.49	0.5274	74.50	0.1444	99.41	0.8301	15.22	7.78	0.0000	7.21	5.68	0	0	30.09	234	0.0447	0.1158	0.1631	0.0918	0.9608	0.9615	0.9604	0.4172	0.7966	0.7292	0.7773	0.8073	0.6996	0.0429	0.7983	0.4721	0
Albums-Pais_Tropical-01	100	99.8	0.7523	187.25	0.0551	101.00	0.4406	99.91	0.6542	99.99	0.9628	199.50	0.1293	99.33	0.8597	14.25	8.96	0.0000	7.17	6.14	0	0	30.14	270	0.0613	0.0181	0.0881	0.1380	0.4510	0.3462	0.5842	0.5894	0.5635	0.4364	0.7901	0.5057	0.4498	0.0112	0.7844	0.6394	0
Albums-Pais_Tropical-02	100	99.78	0.5377	187.21	0.0573	99.50	0.5071	100.08	0.6313	100.06	0.9392	199.00	0.2049	99.45	0.8390	15.07	8.09	0.0000	6.93	6.30	0	0	30.14	244	0.0632	0.0078	0.0831	0.1300	0.5294	0.1538	0.0693	0.4040	0.5721	0.1922	0.3368	0.2792	0.6132	0.0288	0.8107	0.4733	0
Albums-Pais_Tropical-03	100	101.7	0.5960	199.74	0.1027	68.50	0.3427	101.77	0.7576	101.47	0.8257	151.50	0.0999	102.90	0.8675	14.41	7.66	0.0000	7.17	6.00	0	0	30.14	231	0.0083	0.0283	0.0896	0.0818	0.0192	0.7308	0.9320	0.6039	0.3874	0.6196	0.7695	0.7935	0.7522	0.0348	0.8391	0.3217	0
Albums-Pais_Tropical-04	100	99.64	0.4499	199.72	0.1217	99.00	0.2889	100.03	0.5158	99.96	0.6962	200.00	0.1069	99.54	0.8966	12.55	8.51	0.0000	7.85	6.51	0	0	29.95	255	0.0642	0.0199	0.0286	0.0770	0.9200	0.6400	0.1800	0.4800	0.4300	0.6671	0.3777	0.6552	0.6181	0.0000	0.8110	0.4173	0
Media-103501	100	133.86	0.4168	199.74	0.0564	99.50	0.3748	132.63	0.7158	132.90	0.7959	125.50	0.0946	149.02	0.7108	19.33	8.56	0.0000	6.29	6.51	0	0	31.79	272	0.0165	0.0314	0.0545	0.1860	0.4366	0.5833	0.5000	0.5869	0.5771	0.7304	0.3553	0.7042	0.6236	0.0221	0.7306	0.9188	-1
Media-103502	100	99.72	0.5475	187.17	0.0675	124.00	0.2834	99.64	0.6024	99.50	0.9831	137.50	0.0564	199.22	0.7572	13.52	9.12	0.0000	6.64	6.51	0	0	31.79	290	0.0318	0.0257	0.0569	0.1204	0.3585	0.5556	0.5094	0.5283	0.3197	0.4646	0.6146	0.4788	0.4464	0.0069	0.7647	0.6159	0
Media-103503	100	99.8	0.5029	187.16	0.0813	100.00	0.4468	99.68	0.5833	99.79	0.7671	200.00	0.1793	199.22	0.7762	14.32	8.71	0.0000	7.61	6.13	0	0	31.79	277	0.0213	0.0373	0.0293	0.0426	0.3208	0.8148	0.8679	0.4780	0.5249	0.5719	0.6684	0.4730	0.4529	0.0072	0.7862	0.6630	0
Media-103504	100	101.82	0.4412	176.25	0.0330	100.50	0.4944	101.36	0.4979	175.26	0.3873	100.50	0.0988	153.46	0.6721	17.06	9.03	0.0000	6.10	6.70	0	0	31.79	287	0.0629	0.0530	0.0648	0.0232	0.6111	0.6667	0.3981	0.5000	0.5657	0.4716	0.5658	0.4940	0.4615	0.0070	0.7413	0.7168	0
Media-103505	100	133.2	0.5424	199.74	0.0670	67.00	0.3655	132.21	0.5008	132.80	0.5191	200.00	0.2402	149.05	0.8284	17.30	8.12	0.0000	7.05	6.29	0	0	31.79	258	0.0163	0.0357	0.0174	0.6524	0.7042	0.1944	0.4648	0.8915	0.5349	0.6213	0.4414	0.5752	0.7121	0.0272	0.6654	0.8444	-1
Media-103506	92	184.52	0.3207	187.25	0.0430	91.00	0.4166	92.71	0.7519	89.38	0.9333	182.50	0.0850	90.23	0.6655	14.75	10.54	0.0000	6.67	6.32	0	0	31.79	335	0.0381	0.0503	0.1119	0.0266	0.6020	0.5714	0.6071	0.5850	0.5434	0.5409	0.4712	0.4906	0.6617	0.1916	0.8473	0.8503	1
Media-103605	100	99.98	0.5493	199.73	0.1463	198.50	0.3954	99.88	0.6251	99.88	0.8771	199.50	0.1863	99.06	0.8329	15.58	7.96	0.0000	6.48	6.04	0	0	31.79	253	0.0131	0.0102	0.0379	0.0007	0.2453	0.1481	0.2642	0.4277	0.4146	0.3040	0.4624	0.5529	0.5913	0.0040	0.8571	0.4683	0
Media-103606	102	136.43	0.5013	199.75	0.0271	128.00	0.4677	137.35	0.7355	129.92	0.8168	76.00	0.0964	152.18	0.7174	17.23	8.21	0.0000	6.57	5.22	0	0	31.79	261	0.0204	0.0182	0.0358	0.2708	0.4658	0.4054	0.4759	0.6129	0.3854	0.4585	0.3983	0.7025	0.6231	0.0731	0.6385	0.8423	-1
Media-103607	104	104	0.6174	199.73	0.0608	83.00	0.2661	102.99	0.5442	102.88	0.8925	106.00	0.0478	101.68	0.8312	12.31	8.75	0.0000	7.96	6.13	0	0	31.79	278	0.0998	0.0526	0.0709	0.0820	0.8750	0.4286	0.2523	0.5723	0.5714	0.0692	0.4177	0.5950	0.5415	0.0108	0.8267	0.5199	0
Media-103618	88	177	0.6476	176.25	0.1238	118.00	0.4531	175.89	0.5865	175.89	0.5281	177.00	0.2341	174.46	0.8079	14.78	6.35	0.0000	5.82	5.60	0	0	31.79	202	0.0204	0.0252	0.7044	0.0355	0.8298	0.8085	0.8298	0.3652	0.3703	0.3689	0.8663	0.2824	0.9154	0.7960	0.9502	0.2139	1
Media-103705	104	103.2	0.6581	199.74	0.0619	104.00	0.5961	103.20	0.7987	105.55	0.8862	103.50	0.0926	101.53	0.8603	16.35	7.58	0.0000	6.07	5.76	0	0	31.79	241	0.0086	0.0433	0.0775	0.0813	0.4364	0.4643	0.3909	0.5091	0.3320	0.7880	0.3238	0.6341	0.6500	0.0375	0.7792	0.4792	0
Media-103706	104	103.74	0.5439	187.20	0.0742	69.00	0.3769	102.90	0.5447	134.98	0.5056	103.50	0.0706	101.13	0.8217	13.95	8.37	0.0000	6.67	5.88	0	0	31.79	266	0.0947	0.0366	0.1281	0.1446	0.7455	0.7857	0.4636	0.5091	0.6732	0.6151	0.5435	0.5797	0.4906	0.0415	0.7585	0.6038	0
Media-103707	102	101.97	0.5937	187.15	0.0793	68.00	0.3936	101.45	0.4195	101.46	0.8337	77.50	0.0420	102.80	0.8581	13.40	9.34	0.0000	8.21	6.23	0	0	31.79	297	0.0810	0.0225	0.0563	0.0602	0.8727	0.2143	0.2661	0.5215	0.5995	0.2117	0.3923	0.6591	0.4797	0.0068	0.8007	0.6014	0
Media-103708	102	101.82	0.5059	199.74	0.1252	153.50	0.3198	101.02	0.5581	100.85	0.6538	102.00	0.0972	102.97	0.7733	14.31	7.77	0.0000	7.24	6.48	0	0	31.79	247	0.0383	0.0486	0.0232	0.0601	0.3148	0.5926	0.2593	0.4630	0.2054	0.4582	0.6464	0.6196	0.7317	0.0041	0.8618	0.3293	0
Media-103715	68	137.15	0.5757	136.25	0.0280	91.00	0.4304	135.05	0.6095	68.75	0.8058	139.00	0.1002	71.63	0.7217	14.59	7.61	0.0000	6.13	4.94	0	0	31.79	242	0.0314	0.1007	0.4582	0.0655	0.4521	0.4324	0.7671	0.4404	0.5122	0.2190	0.8342	0.4126	0.5809	0.2448	0.7510	0.6846	1
Media-103805	102	101.94	0.5240	199.74	0.1276	68.50	0.3444	101.44	0.6083	101.57	0.7881	102.00	0.0897	102.93	0.8040	15.83	7.49	0.0000	6.83	6.26	0	0	31.79	238	0.0663	0.0593	0.0849	0.0949	0.9273	0.7143	0.1101	0.5399	0.5934	0.5437	0.1243	0.6589	0.7342	0.0211	0.8692	0.3207	0
Media-103806	102	101.97	0.6009	199.75	0.0778	102.00	0.4564	101.33	0.7895	101.60	0.9661	102.00	0.1157	102.72	0.8286	14.02	8.46	0.0000	6.86	5.69	0	0	31.79	269	0.0743	0.0578	0.1184	0.1246	0.4727	0.5357	0.1193	0.5583	0.5749	0.2738	0.2106	0.7872	0.5373	0.0149	0.7575	0.6381	0
Media-103807	102	102.17	0.5419	199.74	0.0752	64.00	0.1865	101.47	0.5974	101.11	0.7016	152.00	0.0458	103.34	0.8624	14.39	8.46	0.0000	6.54	5.76	0	0	31.79	269	0.0260	0.0473	0.1289	0.1092	0.4909	0.2500	0.8899	0.5521	0.5500	0.4700	0.7242	0.4954	0.5970	0.0112	0.7761	0.4888	0
Media-103808	102	101.9	0.5962	187.17	0.0711	101.50	0.4731	101.38	0.7606	101.31	0.9385	102.00	0.0900	103.09	0.8083	14.41	8.71	0.0000	6.98	6.54	0	0	31.79	277	0.1206	0.0452	0.1037	0.1416	0.7778	0.5185	0.3889	0.4259	0.4719	0.2318	0.2535	0.4366	0.5181	0.0145	0.6812	0.6304	0
Media-103815	96	96.1	0.4507	193.51	0.0363	95.50	0.5774	94.57	0.3860	96.00	0.7265	192.00	0.2037	97.39	0.8363	15.61	7.64	0.0000	5.54	5.88	0	0	31.79	243	0.0082	0.0616	0.0103	0.0109	0.2157	0.6154	0.1765	0.4444	0.1105	0.7733	0.1117	0.4821	0.5372	0.0289	0.7355	0.5744	0
Media-103901	102	101.4	0.5671	199.75	0.1210	68.50	0.4768	101.54	0.6834	101.48	0.7259	102.50	0.1201	103.20	0.8252	16.10	7.99	0.0000	7.05	5.57	0	0	31.79	254	0.0559	0.0608	0.0479	0.0539	0.3704	0.3704	0.3889	0.4753	0.2951	0.3679	0.3555	0.6165	0.5494	0.0237	0.7075	0.6403	0
Media-103902	100	99.68	0.6099	187.17	0.0700	200.00	0.4577	100.15	0.5620	100.20	0.7140	199.50	0.2567	99.32	0.8015	12.34	7.58	0.0000	7.11	6.01	0	0	31.79	241	0.0500	0.0535	0.0748	0.0816	0.1887	0.1852	0.1887	0.5597	0.1376	0.2480	0.1158	0.6786	0.6708	0.0042	0.8917	0.4083	0
Media-103903	102	102.27	0.5059	187.19	0.0448	68.00	0.3724	101.53	0.8482	101.60	0.9273	102.50	0.0972	103.78	0.7951	15.27	7.96	0.0000	6.86	5.44	0	0	31.79	253	0.0234	0.0183	0.0111	0.0203	0.4182	0.6071	0.4771	0.4540	0.3982	0.7507	0.6344	0.5290	0.5357	0.0198	0.7341	0.6230	0
Media-103904	100	99.64	0.6390	187.20	0.0751	67.00	0.2957	100.11	0.7216	100.26	0.9863	200.00	0.1526	199.22	0.8477	13.31	8.46	0.0000	7.14	5.88	0	0	31.79	269	0.1459	0.0287	0.0232	0.1721	0.8113	0.2222	0.2075	0.6604	0.5367	0.4313	0.2159	0.6916	0.4627	0.0149	0.7985	0.6343	0
Media-103905	102	199.19	0.4594	111.00	0.0190	180.00	0.3635	200.00	0.5816	84.81	0.7048	90.50	0.0904	177.95	0.6035	14.83	8.56	0.0000	6.48	5.47	0	0	31.79	272	0.0544	0.0185	0.0568	0.0183	0.4811	0.5283	0.5000	0.4763	0.6566	0.6084	0.6297	0.5914	0.6642	0.3358	0.8081	0.7565	1
Media-104001	102	102.04	0.7158	187.18	0.0616	127.50	0.4226	101.59	0.5903	101.64	0.9335	152.50	0.0957	102.84	0.8314	14.23	8.37	0.0000	6.73	6.26	0	0	31.79	266	0.0703	0.0503	0.0802	0.1046	0.8182	0.3214	0.4587	0.5092	0.6681	0.6752	0.7189	0.5759	0.5358	0.0113	0.7925	0.6151	0
Media-104002	102	102.06	0.6898	187.14	0.0438	152.50	0.2949	101.02	0.7126	101.92	0.9906	101.50	0.1017	102.89	0.8311	15.86	7.71	0.0000	6.51	5.73	0	0	31.79	245	0.0929	0.0345	0.1005	0.1314	0.7455	0.8214	0.1651	0.4479	0.3628	0.3771	0.3651	0.3792	0.6557	0.0369	0.7992	0.5164	0
Media-104003	100	100.11	0.5695	199.71	0.0716	99.50	0.5240	99.71	0.5018	99.58	0.6727	200.00	0.2168	99.26	0.8567	16.85	6.80	0.0000	6.01	5.54	0	0	31.79	216	0.0296	0.0093	0.1190	0.0923	0.6296	0.2222	0.9065	0.3750	0.2813	0.2113	0.7840	0.4115	0.7442	0.0512	0.8279	0.3814	0
Media-104004	98	195.74	0.5689	199.67	0.0708	78.50	0.3935	200.00	0.5540	190.57	0.6374	195.50	0.1391	196.05	0.7557	17.47	8.34	0.0000	7.42	6.48	0	0	31.79	265	0.0297	0.0536	0.6214	0.0399	0.8462	0.1923	0.9038	0.4615	0.4089	0.1728	0.7704	0.6434	0.8030	0.5871	0.9129	0.5341	1
Media-104101	102	100.9	0.6227	199.73	0.1030	80.50	0.3324	102.38	0.8095	102.37	0.9122	199.00	0.0756	98.31	0.7377	14.58	7.96	0.0000	7.36	6.42	0	0	31.79	253	0.0888	0.0119	0.0374	0.1177	0.5370	0.5926	0.7850	0.6087	0.4145	0.2941	0.3324	0.7350	0.6627	0.0040	0.7659	0.5119	0
Media-104102	102	101.45	0.6272	187.21	0.0414	68.50	0.4167	101.86	0.6130	136.90	0.5413	153.50	0.0931	98.15	0.8117	13.68	7.08	0.0000	6.17	5.41	0	0	31.79	225	0.1010	0.1078	0.1659	0.0829	0.8519	0.5926	0.7870	0.3704	0.6371	0.3774	0.8088	0.3975	0.6920	0.0848	0.8036	0.4018	0
Media-104103	102	101.98	0.5799	199.73	0.1012	68.00	0.4970	101.48	0.6934	101.44	0.8211	102.50	0.1045	103.02	0.8883	16.28	7.08	0.0000	6.51	6.26	0	0	31.79	225	0.0269	0.0430	0.0338	0.0549	0.9091	0.0714	0.6147	0.3804	0.6655	0.0425	0.7171	0.5073	0.8214	0.0134	0.8973	0.3080	0
Media-104104	100	99.03	0.7122	187.21	0.0513	196.50	0.4802	100.46	0.6000	100.21	0.7907	197.50	0.1895	100.08	0.8546	14.36	7.14	0.0000	6.01	5.38	0	0	31.79	227	0.0421	0.0128	0.1143	0.1414	0.8679	0.7778	0.8762	0.4177	0.6300	0.1058	0.8728	0.3521	0.6947	0.0442	0.8363	0.3584	0
Media-104105	102	101.52	0.4961	199.74	0.1052	101.50	0.4197	101.77	0.5057	102.03	0.6400	89.00	0.0728	102.86	0.7721	13.04	8.56	0.0000	6.04	5.63	0	0	31.79	272	0.0311	0.0704	0.1100	0.0915	0.1667	0.1481	0.4259	0.6605	0.1769	0.2039	0.2470	0.7723	0.4760	0.0406	0.7786	0.5867	0
Media-105401	100	99.86	0.5623	199.72	0.0684	100.00	0.4778	99.82	0.6817	99.93	0.8410	200.00	0.1481	99.69	0.8363	13.25	8.08	0.0000	7.11	6.20	0	0	31.79	257	0.0943	0.0188	0.0373	0.0354	0.8491	0.8148	0.8208	0.4717	0.5405	0.4334	0.7195	0.5270	0.5703	0.0156	0.8203	0.4805	0
Media-105402	100	99.89	0.6171	199.73	0.1317	100.00	0.6021	99.96	0.6719	133.70	0.6422	199.50	0.2341	99.35	0.8069	13.85	8.02	0.0000	6.35	5.91	0	0	31.79	255	0.0333	0.0669	0.0319	0.0482	0.9057	0.6296	0.0943	0.4277	0.5946	0.4623	0.1805	0.3357	0.5984	0.0197	0.8189	0.4567	0
Media-105403	102	102.15	0.6780	193.50	0.0319	69.00	0.2707	101.46	0.6602	101.21	0.8705	104.00	0.0748	103.13	0.8132	15.20	9.28	0.0000	6.32	5.79	0	0	31.79	295	0.0128	0.0584	0.2205	0.0504	0.7091	0.7857	0.9174	0.6012	0.3224	0.5359	0.7691	0.5391	0.3946	0.0204	0.6633	0.7381	0
Media-105404	102	101.23	0.6262	187.19	0.0699	67.00	0.3882	101.96	0.5360	101.93	0.6901	101.50	0.0844	98.15	0.8009	14.24	9.03	0.0000	7.42	6.26	0	0	31.79	287	0.0430	0.0510	0.0368	0.0498	0.4444	0.6667	0.4074	0.4907	0.4428	0.4247	0.4590	0.5124	0.5245	0.0140	0.7378	0.5874	0
Media-105416	88	175.52	0.5509	176.25	0.0423	88.00	0.5158	88.42	0.5459	88.60	0.7611	175.50	0.1703	87.85	0.8636	14.49	8.46	0.0000	6.64	5.98	0	0	31.79	269	0.1084	0.0350	0.5644	0.1625	0.1505	0.5745	0.8978	0.5161	0.2509	0.4267	0.7709	0.5035	0.7127	0.3731	0.7948	0.6716	1
