track_id	gt_bpm	det_bpm	det_conf	ioi_bpm	ioi_conf	comb_bpm	comb_conf	ac_bpm	ac_conf	lowac_bpm	lowac_conf	hopf_bpm	hopf_conf	spec_bpm	spec_conf	crest_db	transient_density	tempo_stability	d_low	d_high	machine_timed	drumless	duration_s	n_onsets	pc_det	pc_half	pc_double	pc_triple	es_det	es_half	es_double	es_triple	me_det	me_half	me_double	me_triple	io_det	io_half	io_double	io_triple	label	dataset	n_beats	bpm_librosa	best_shift	best_score	prominence	is_ternary_top	is_edm_phrase_top	sim_1	sim_2	sim_3	sim_4	sim_6	sim_8	sim_12	sim_16	sim_32
Media-105811	177.0	177.48	0.4568	142.75	0.0474	177.5	0.3799	183.71	0.6066	60.0	1.0	89.0	0.0849	61.52	0.7758	11.8	9.72	0.0	6.64	4.66	0	0	31.79	309	0.1232	0.0637	0.2104	0.0928	0.7053	0.7708	0.6455	0.576	0.7105	0.7357	0.6568	0.6217	0.6331	0.2045	0.8117	0.8864	0	BB	25	58.73	1	0.826307	0.072201	0	0	0.826307	0.77422	0.766684	0.751886	0.754106	0.772773	0.724347	0.746917	0.0
Media-105812	174.0	174.08	0.2947	176.25	0.0425	80.5	0.1617	170.8	0.5646	162.26	0.6365	64.5	0.0269	69.77	0.7567	15.01	10.16	0.0	6.64	5.98	0	0	31.79	323	0.061	0.0349	0.0828	0.0664	0.7527	0.5745	0.627	0.5993	0.5867	0.323	0.5117	0.5126	0.6739	0.146	0.8354	0.8851	0	BB	84	172.27	1	0.895043	0.129563	1	0	0.895043	0.803946	0.760934	0.755983	0.804426	0.791086	0.770026	0.74493	0.755522
Media-105907	177.0	176.39	0.593	176.25	0.0329	177.5	0.4958	60.0	0.9743	60.0	1.0	89.0	0.1188	174.48	0.717	15.15	7.83	0.0	5.38	4.88	0	0	31.79	249	0.1166	0.034	0.1585	0.0417	0.5638	0.4255	0.5348	0.4199	0.7276	0.1827	0.5534	0.481	0.6895	0.3589	0.7742	0.7339	0	BB	85	172.27	1	0.93559	0.042641	1	0	0.93559	0.903057	0.904533	0.897943	0.894363	0.877479	0.889589	0.880667	0.891534
Albums-Ballroom_Classics4-01	87.0	171.85	0.4095	166.5	0.0345	86.0	0.1988	169.25	0.7735	183.97	0.8905	86.0	0.0325	79.87	0.5971	11.94	10.44	0.0	6.95	6.29	0	0	31.79	332	0.0316	0.0386	0.0706	0.0581	0.5217	0.5435	0.6066	0.6095	0.5463	0.4881	0.4727	0.5619	0.6647	0.142	0.8127	0.8761	1	BB	82	172.27	1	0.900064	0.215139	0	0	0.900064	0.806537	0.736538	0.68247	0.606342	0.621194	0.743228	0.672963	0.687381
Albums-Ballroom_Classics4-02	87.0	170.35	0.3473	187.57	0.0529	174.0	0.3356	167.0	0.3968	79.53	0.8687	87.0	0.0717	64.48	0.6489	13.06	11.04	0.0	6.76	6.07	0	0	31.79	351	0.0187	0.0146	0.0881	0.036	0.6484	0.4783	0.6575	0.6052	0.4322	0.4587	0.5069	0.5382	0.64	0.1343	0.8486	0.8771	1	BB	84	172.27	1	0.911666	0.277807	1	0	0.911666	0.807576	0.736689	0.690191	0.626989	0.59315	0.640728	0.621347	0.59525
Albums-Ballroom_Classics4-03	87.0	170.48	0.3036	187.25	0.0867	89.0	0.1411	171.17	0.5729	82.28	0.4854	87.0	0.0312	64.06	0.6744	13.7	11.23	0.1644	6.76	6.83	0	0	31.79	357	0.0395	0.0319	0.0629	0.0727	0.6923	0.587	0.6298	0.6273	0.4612	0.5627	0.5128	0.4302	0.6489	0.118	0.8511	0.8989	1	BB	43	92.29	1	0.864219	0.12806	1	0	0.864219	0.792099	0.781658	0.744574	0.727746	0.718697	0.773361	0.721396	0.674025
Albums-Ballroom_Classics4-04	87.0	173.69	0.4291	176.25	0.0349	61.0	0.3412	88.59	0.7361	146.7	0.8191	86.5	0.1055	172.09	0.6859	13.36	9.41	0.0	6.32	5.29	0	0	31.79	299	0.1269	0.0558	0.1769	0.0637	0.7312	0.6383	0.6432	0.5271	0.6974	0.4573	0.6075	0.5331	0.6879	0.2081	0.8188	0.8121	1	BB	41	86.13	12	0.962675	0.413072	0	0	0.853674	0.689008	0.553963	0.531942	0.523817	0.545243	0.962675	0.511986	0.584775
Albums-Ballroom_Classics4-05	87.0	173.14	0.4041	149.75	0.0372	86.0	0.2507	175.27	0.792	169.48	1.0	87.0	0.0555	87.28	0.6173	12.77	10.7	0.0	7.02	6.2	0	0	31.79	340	0.0558	0.0315	0.0823	0.0834	0.6848	0.5652	0.625	0.6087	0.6235	0.3114	0.5981	0.471	0.649	0.118	0.823	0.8879	1	BB	60	129.2	1	0.911727	0.173389	1	0	0.911727	0.837514	0.788521	0.767898	0.715611	0.693873	0.714273	0.760834	0.715842
Albums-Ballroom_Magic-01	84.0	165.03	0.1903	187.25	0.0653	67.0	0.0893	167.63	0.1743	166.28	0.6905	125.0	0.0181	112.37	0.6357	12.48	11.64	0.0	6.93	7.17	0	0	30.14	351	0.024	0.0017	0.0447	0.0418	0.5904	0.5952	0.6506	0.6546	0.4464	0.4599	0.5072	0.4786	0.6057	0.0771	0.8829	0.9257	1	BB	81	161.5	1	0.91413	0.342429	1	0	0.91413	0.811368	0.736633	0.670372	0.581977	0.54531	0.533924	0.561427	0.507638
Albums-Ballroom_Magic-02	87.0	173.85	0.3992	187.25	0.0313	173.5	0.268	169.77	0.3992	170.88	0.5293	87.0	0.0564	172.5	0.5964	14.97	11.68	0.0	7.32	7.32	0	0	30.05	351	0.0429	0.0118	0.1727	0.1988	0.8864	0.5682	0.7714	0.7481	0.7803	0.3411	0.6851	0.7028	0.6571	0.1057	0.8143	0.9143	1	BB	87	172.27	1	0.928848	0.1369	0	0	0.928848	0.870005	0.827363	0.800221	0.774823	0.781501	0.900556	0.783674	0.783653
Albums-Ballroom_Magic-03	90.0	173.94	0.4645	187.18	0.0306	179.0	0.4427	174.56	0.5431	192.3	0.7742	89.5	0.1186	78.61	0.5152	18.14	8.59	0.0	6.89	5.62	0	0	30.05	258	0.0291	0.0514	0.0855	0.0187	0.4545	0.4545	0.5143	0.4618	0.3795	0.4363	0.5276	0.4851	0.751	0.3268	0.7588	0.7276	1	BB	46	89.1	1	0.782203	0.134691	0	0	0.782203	0.665198	0.659648	0.651139	0.643886	0.636636	0.660914	0.613213	0.586361
Albums-Ballroom_Magic-04	87.0	162.21	0.3359	199.75	0.0552	89.0	0.225	161.73	0.4473	85.67	0.9675	178.0	0.0389	78.6	0.565	13.69	11.52	0.0	7.99	7.19	0	0	30.05	346	0.0252	0.0121	0.0416	0.0659	0.6707	0.7317	0.6687	0.6516	0.4894	0.4617	0.4875	0.4714	0.5971	0.0783	0.8609	0.9304	-1	BB	56	117.45	1	0.841824	0.208939	0	1	0.841824	0.704096	0.650346	0.628984	0.594814	0.600335	0.570106	0.730574	0.636786
Albums-Ballroom_Magic-05	84.0	70.09	0.1826	199.75	0.0446	67.5	0.1661	171.38	0.1381	200.0	0.3657	83.5	0.0269	72.17	0.6756	12.87	11.25	0.0	7.91	6.51	0	0	29.95	337	0.0381	0.0614	0.0552	0.0293	0.6286	0.7778	0.6571	0.5905	0.5623	0.3753	0.4853	0.546	0.0536	0.0	0.5	0.6756	-1	BB	75	172.27	1	0.95376	0.292465	1	0	0.95376	0.893799	0.842472	0.787724	0.691634	0.630956	0.588817	0.547802	0.573625
Albums-Ballroom_Magic-18	90.0	176.3	0.3463	176.25	0.0477	63.5	0.2517	177.04	0.3469	123.21	0.4135	89.0	0.0523	91.13	0.7067	15.02	10.32	0.0	7.59	5.99	0	0	30.05	310	0.0651	0.0327	0.0499	0.0271	0.6629	0.4889	0.5819	0.5811	0.4826	0.486	0.5108	0.5297	0.7314	0.1683	0.7864	0.8544	1	BB	44	172.27	1	0.826956	0.206324	1	0	0.826956	0.743456	0.680429	0.62605	0.581691	0.543559	0.667506	0.557044	0.615214
Albums-Chrisanne1-01	84.0	130.06	0.3193	199.75	0.0621	86.0	0.3356	131.48	0.1257	83.44	0.7468	83.0	0.0484	85.04	0.7312	15.46	10.12	0.0	7.5	5.67	0	0	30.14	305	0.0382	0.0384	0.0364	0.031	0.5455	0.4848	0.5954	0.5584	0.5363	0.3496	0.4822	0.5259	0.5033	0.0329	0.8224	0.8355	-1	BB	40	83.35	1	0.846787	0.103354	1	0	0.846787	0.749736	0.738769	0.737056	0.796011	0.755879	0.748097	0.71649	0.667742
Albums-Chrisanne1-02	84.0	170.79	0.3587	187.25	0.0506	173.5	0.2229	171.15	0.442	173.16	0.4658	161.0	0.0339	125.81	0.5842	16.04	9.45	0.0	6.5	6.63	0	0	30.14	285	0.0109	0.0122	0.0963	0.0803	0.4767	0.5116	0.5756	0.5736	0.3701	0.5425	0.5737	0.5312	0.6937	0.2289	0.7676	0.8169	1	BB	61	172.27	1	0.870379	0.171934	1	0	0.870379	0.790488	0.758005	0.731273	0.670485	0.609775	0.649758	0.726405	0.661459
Albums-Chrisanne1-03	84.0	164.47	0.3762	166.5	0.0286	63.0	0.4724	162.85	0.7386	166.8	0.6002	83.0	0.0903	166.32	0.5304	15.94	8.79	0.0	6.5	5.84	0	0	30.14	265	0.0462	0.0361	0.11	0.0561	0.5663	0.4048	0.5964	0.496	0.4256	0.4718	0.4998	0.5002	0.6591	0.2083	0.7538	0.8144	1	BB	78	161.5	1	0.845515	0.207366	0	1	0.845515	0.736471	0.67403	0.644156	0.591304	0.60374	0.632141	0.629466	0.677137
Albums-Chrisanne2-01	84.0	185.09	0.2727	187.2	0.0559	64.0	0.2381	193.83	0.283	149.0	0.543	88.5	0.0384	66.53	0.4958	14.59	10.35	0.0	8.0	6.37	0	0	30.14	312	0.0175	0.0138	0.054	0.0412	0.6237	0.5106	0.5914	0.5771	0.4914	0.461	0.4406	0.5269	0.7395	0.2251	0.836	0.8167	-1	BB	87	172.27	1	0.910026	0.285141	1	0	0.910026	0.832293	0.771952	0.716453	0.637971	0.611799	0.586886	0.589149	0.583773
Albums-Chrisanne2-02	84.0	85.09	0.6029	199.75	0.0721	82.5	0.4274	161.91	0.6027	162.21	0.6735	84.5	0.0944	84.43	0.7009	17.74	9.65	0.0	6.47	6.3	0	0	30.14	291	0.1056	0.0337	0.0224	0.0565	0.6047	0.5909	0.593	0.5736	0.4232	0.4761	0.6526	0.4993	0.2069	0.0069	0.7103	0.8172	0	BB	44	86.13	12	0.934207	0.111846	1	0	0.897154	0.850175	0.878348	0.826782	0.809599	0.807302	0.934207	0.81794	0.760851
Albums-Chrisanne2-03	84.0	199.98	0.4572	166.5	0.0322	76.5	0.3938	200.0	0.6109	84.14	0.463	88.5	0.0516	66.13	0.6194	17.05	10.55	0.0	7.0	6.83	0	0	30.14	318	0.0506	0.0359	0.0324	0.0437	0.6238	0.4706	0.597	0.5795	0.4422	0.5319	0.4536	0.4178	0.7161	0.2744	0.8391	0.836	-1	BB	81	161.5	1	0.918682	0.140414	1	0	0.918682	0.844713	0.804681	0.788468	0.792557	0.768067	0.755025	0.730515	0.735967
Albums-Chrisanne3-01	84.0	83.97	0.6783	187.24	0.0417	85.5	0.4684	80.27	1.0	135.34	0.8043	85.5	0.0554	64.6	0.748	17.03	11.28	0.0	7.8	6.63	0	0	30.14	340	0.0585	0.024	0.018	0.0702	0.5581	0.7727	0.5647	0.6772	0.46	0.4283	0.6233	0.537	0.1209	0.0029	0.6549	0.8673	0	BB	41	83.35	1	0.904219	0.11141	1	0	0.904219	0.831347	0.782058	0.80356	0.88417	0.770663	0.843617	0.702382	0.547319
Albums-Chrisanne3-02	84.0	172.91	0.5963	187.19	0.0604	63.0	0.5052	175.51	0.7277	170.73	0.6575	86.0	0.162	176.83	0.6603	16.18	8.49	0.0	6.22	5.46	0	0	30.05	255	0.0504	0.0256	0.0741	0.1012	0.4598	0.4318	0.546	0.5385	0.3746	0.6071	0.5565	0.575	0.7598	0.315	0.685	0.7283	1	BB	83	172.27	1	0.904995	0.130693	0	0	0.904995	0.870246	0.809287	0.773919	0.708219	0.723233	0.817949	0.774686	0.738836
Albums-Chrisanne3-03	84.0	178.19	0.5553	199.75	0.0264	176.5	0.4962	175.1	0.3736	169.19	0.7308	88.5	0.1491	64.07	0.737	17.79	8.36	0.0	6.14	5.54	0	0	30.14	252	0.0687	0.0383	0.2086	0.0688	0.4222	0.3333	0.6222	0.4833	0.6649	0.4969	0.6117	0.5157	0.7291	0.3705	0.7849	0.7689	-1	BB	44	86.13	1	0.893072	0.103483	1	0	0.893072	0.832995	0.823259	0.806827	0.810619	0.7663	0.717585	0.697959	0.772351
Albums-Commitments-11	91.0	133.05	0.5171	130.25	0.0232	90.0	0.5313	89.77	0.8403	89.85	1.0	89.5	0.1382	179.35	0.7496	16.63	8.27	0.0	6.58	4.88	0	0	30.72	254	0.0357	0.0178	0.2745	0.0266	0.3623	0.2857	0.7664	0.4878	0.3757	0.5849	0.7971	0.5801	0.5415	0.1423	0.7787	0.6996	-1	BB	43	89.1	12	0.911681	0.120272	1	0	0.812242	0.798595	0.907465	0.770185	0.856605	0.751344	0.911681	0.784224	0.72932
Albums-Fire-13	90.0	88.69	0.7298	125.07	0.0361	79.0	0.4035	88.36	0.8672	65.42	0.8146	118.5	0.1094	134.93	0.6066	16.06	10.16	0.0	7.29	5.96	0	0	30.72	312	0.076	0.0631	0.0386	0.1898	0.7174	0.4348	0.5385	0.8029	0.4482	0.2846	0.5281	0.7092	0.2186	0.0	0.6013	0.8746	0	BB	43	89.1	1	0.894686	0.152141	0	0	0.894686	0.791554	0.732935	0.731017	0.752154	0.726229	0.888185	0.719252	0.785589
Albums-Secret_Garden-01	84.0	77.02	0.5102	176.25	0.0942	63.0	0.2427	184.16	0.3161	122.28	0.6305	156.5	0.0367	75.28	0.7129	14.09	10.48	0.0	7.75	6.64	0	0	30.72	322	0.0491	0.008	0.0105	0.0348	0.775	0.4	0.5443	0.6218	0.4651	0.4686	0.4573	0.4286	0.0872	0.0	0.6511	0.8006	-1	BB	72	161.5	1	0.931309	0.13093	0	0	0.931309	0.884972	0.845072	0.813163	0.784734	0.787595	0.854849	0.778351	0.745135
Albums-Secret_Garden-02	94.0	172.59	0.4263	187.25	0.0562	87.5	0.1655	174.37	0.8009	183.98	0.6887	179.5	0.0266	105.38	0.5665	14.75	11.2	0.0	7.58	6.9	0	0	30.72	344	0.0172	0.0442	0.022	0.0402	0.6067	0.5778	0.5932	0.6316	0.4366	0.4122	0.5176	0.5364	0.6997	0.1283	0.8455	0.8717	-1	BB	59	117.45	1	0.940397	0.136805	1	0	0.940397	0.889475	0.851716	0.819208	0.800566	0.806618	0.771007	0.729697	0.716267
Albums-Secret_Garden-05	72.0	151.6	0.671	142.75	0.0352	150.5	0.4807	148.7	0.7393	150.05	0.6326	75.5	0.1397	132.66	0.6321	18.33	9.93	0.0	7.23	5.83	0	0	30.72	305	0.0238	0.0573	0.0193	0.064	0.6154	0.5641	0.5321	0.5665	0.4234	0.4871	0.4938	0.5033	0.6118	0.1053	0.7862	0.8388	-1	BB	70	152.0	1	0.886998	0.166133	0	1	0.886998	0.797508	0.742703	0.699027	0.645931	0.67166	0.797038	0.697723	0.81336
Albums-Secret_Garden-06	86.0	177.09	0.269	176.25	0.0525	88.0	0.2198	183.11	0.1817	183.6	0.3155	89.5	0.028	70.11	0.632	15.37	10.97	0.0	8.17	6.97	0	0	30.72	337	0.0418	0.0352	0.006	0.0058	0.5824	0.6304	0.5824	0.5751	0.4549	0.505	0.4923	0.4873	0.6935	0.1518	0.8452	0.9196	1	BB	64	129.2	1	0.911664	0.155602	1	0	0.911664	0.848027	0.8066	0.78499	0.766976	0.745147	0.714897	0.706441	0.716376
Albums-Step_By_Step-01	87.0	173.62	0.4342	166.5	0.0283	173.5	0.4382	84.71	0.4984	195.11	0.3102	86.5	0.1121	70.15	0.5897	16.49	9.06	0.0	6.92	4.88	0	0	31.79	288	0.0119	0.043	0.0998	0.0184	0.5326	0.5217	0.587	0.4964	0.7432	0.5091	0.5703	0.5305	0.6585	0.23	0.7596	0.8153	1	BB	39	83.35	1	0.880645	0.086753	1	0	0.880645	0.832968	0.794508	0.796253	0.811344	0.793276	0.763939	0.769257	0.791477
Albums-Step_By_Step-02	87.0	174.5	0.5825	157.75	0.0249	174.5	0.4024	172.58	0.6458	186.39	0.7849	87.5	0.097	64.74	0.6208	17.56	8.87	0.0	6.39	5.88	0	0	31.79	282	0.0697	0.0201	0.0497	0.0683	0.4946	0.5106	0.5135	0.518	0.7966	0.2824	0.6921	0.5655	0.7153	0.21	0.7509	0.8327	1	BB	60	161.5	1	0.85499	0.12828	1	0	0.85499	0.770827	0.761066	0.760833	0.683173	0.708156	0.733645	0.719774	0.6943
Albums-Step_By_Step-03	87.0	174.01	0.4848	187.25	0.0785	172.5	0.3985	85.81	0.8367	87.05	0.9673	131.0	0.0726	84.0	0.7096	13.04	10.35	0.0	6.95	5.57	0	0	31.79	329	0.1074	0.0543	0.1475	0.0706	0.7204	0.7021	0.6595	0.5957	0.4891	0.4101	0.461	0.5336	0.6372	0.1738	0.8232	0.875	1	BB	38	86.13	1	0.839324	0.06603	1	0	0.839324	0.786162	0.829542	0.770317	0.837345	0.75968	0.77627	0.714729	0.609373
Albums-Step_By_Step-04	87.0	92.44	0.3844	166.5	0.068	64.0	0.4485	94.17	0.4404	177.05	0.7053	174.0	0.0904	73.41	0.6909	15.15	10.22	0.0	6.51	6.23	0	0	31.79	325	0.0412	0.0163	0.0346	0.0167	0.4898	0.52	0.602	0.551	0.4136	0.5619	0.4915	0.507	0.1914	0.0031	0.6512	0.7901	-1	BB	42	89.1	1	0.851213	0.272101	1	0	0.851213	0.743429	0.691621	0.645786	0.567113	0.540492	0.591111	0.548691	0.515139
Media-100601	87.0	173.86	0.4274	187.13	0.0449	87.5	0.3049	176.58	0.5507	176.94	0.3881	174.5	0.0398	84.88	0.5966	14.5	9.84	0.0	7.24	5.95	0	0	30.09	296	0.0295	0.0594	0.152	0.1252	0.4886	0.7273	0.6571	0.6221	0.5095	0.6041	0.6226	0.6367	0.6915	0.2068	0.7864	0.8237	1	BB	40	172.27	1	0.932433	0.074964	0	0	0.932433	0.891575	0.873827	0.857559	0.835261	0.846915	0.90503	0.832823	0.857378
Media-100602	87.0	173.95	0.5943	199.72	0.0419	87.0	0.4003	173.19	0.7672	161.08	0.9506	87.0	0.0568	75.96	0.5013	15.05	10.77	0.0	7.18	7.08	0	0	30.09	324	0.0283	0.0511	0.157	0.0591	0.8068	0.6818	0.7314	0.6069	0.7153	0.4473	0.6296	0.6645	0.6563	0.1548	0.7957	0.8885	1	BB	39	89.1	1	0.891556	0.214114	0	1	0.891556	0.792098	0.718353	0.690306	0.664577	0.598012	0.467634	0.509383	0.832763
Media-100603	87.0	165.54	0.4186	166.5	0.0285	88.0	0.3586	152.51	0.3709	85.67	1.0	87.5	0.0495	86.02	0.796	14.86	11.35	0.0	7.98	6.41	0	0	29.95	340	0.0361	0.014	0.031	0.0815	0.5904	0.5238	0.6325	0.6694	0.5404	0.5468	0.5591	0.4658	0.5487	0.0855	0.8555	0.9351	-1	BB	43	89.1	1	0.900331	0.351942	1	0	0.900331	0.791541	0.730454	0.651234	0.547383	0.489991	0.493957	0.549397	0.397781
Media-100604	87.0	186.21	0.3309	187.61	0.0171	86.5	0.455	181.87	0.4816	200.0	1.0	87.0	0.1173	69.93	0.5896	15.35	8.64	0.0	7.54	5.58	0	0	30.09	260	0.0471	0.0551	0.0605	0.0448	0.5745	0.5532	0.492	0.5338	0.4385	0.4267	0.5145	0.5797	0.7259	0.2896	0.7683	0.7683	-1	BB	50	172.27	1	0.861793	0.248629	0	0	0.861793	0.781835	0.691949	0.600618	0.521483	0.550598	0.822074	0.62571	0.47508
Media-103301	84.0	168.25	0.429	187.25	0.0842	168.0	0.3339	85.86	0.8771	85.79	0.7784	85.0	0.064	131.7	0.5704	12.5	10.76	0.0	6.35	5.41	0	0	31.79	342	0.0929	0.0247	0.0777	0.0726	0.7667	0.6	0.6201	0.6493	0.5049	0.4889	0.4859	0.494	0.7009	0.1173	0.8328	0.8886	1	BB	77	161.5	1	0.911228	0.086977	1	0	0.911228	0.852991	0.835693	0.812809	0.858033	0.801282	0.87132	0.7712	0.753448
Media-103302	84.0	167.09	0.7291	166.5	0.0359	66.5	0.4023	167.09	0.6246	167.29	0.6335	167.5	0.1839	167.03	0.7844	14.91	6.39	0.0	5.54	3.96	0	0	31.79	203	0.1237	0.0423	0.5261	0.2688	0.9326	0.5111	0.7135	0.4774	0.9386	0.1723	0.8987	0.8645	0.7277	0.505	0.7079	0.6386	1	BB	40	83.35	1	0.905091	0.117956	1	0	0.905091	0.849574	0.850015	0.83343	0.78717	0.783695	0.774766	0.787099	0.729643
Media-103303	84.0	86.17	0.3801	187.23	0.0609	86.0	0.3338	86.1	0.4712	169.14	0.4754	86.0	0.052	70.6	0.5652	13.52	11.55	0.0	7.17	6.57	0	0	31.79	367	0.0282	0.0338	0.0375	0.0615	0.5435	0.5217	0.6957	0.6569	0.4353	0.5279	0.5735	0.4964	0.1175	0.0	0.653	0.847	0	BB	40	86.13	1	0.903645	0.089766	1	0	0.903645	0.851931	0.80775	0.832821	0.885629	0.798415	0.820007	0.757323	0.692562
Media-104201	87.0	87.5	0.6724	187.16	0.0895	89.0	0.3657	87.12	0.5962	86.85	0.8517	130.0	0.0825	87.91	0.76	18.67	10.44	0.0	7.14	6.35	0	0	31.79	332	0.079	0.0049	0.0234	0.0559	0.6383	0.4583	0.5806	0.6071	0.5542	0.6442	0.3994	0.6165	0.139	0.0	0.6344	0.8731	0	BB	41	86.13	1	0.845808	0.221006	0	1	0.845808	0.696893	0.624266	0.625339	0.595697	0.63698	0.564799	0.55071	0.637
Media-104202	87.0	174.07	0.5645	187.18	0.0483	75.0	0.2264	169.7	0.7649	161.55	0.7131	77.5	0.0481	68.5	0.6338	14.55	11.17	0.0	7.05	6.42	0	0	31.79	355	0.0316	0.0248	0.1301	0.0544	0.5269	0.7447	0.7405	0.6534	0.4287	0.5657	0.5889	0.5647	0.6977	0.1215	0.8757	0.8927	1	BB	85	172.27	1	0.882613	0.249507	1	0	0.882613	0.788796	0.717356	0.661397	0.596115	0.588921	0.683399	0.604816	0.602693
Media-104203	87.0	86.83	0.4344	187.23	0.0269	88.5	0.2672	87.4	0.5438	85.4	0.6334	174.0	0.063	61.52	0.563	13.39	9.88	0.0	6.92	6.51	0	0	31.79	314	0.0527	0.0105	0.0251	0.0439	0.5745	0.7917	0.4086	0.5396	0.5302	0.8733	0.4998	0.4692	0.1821	0.0	0.7093	0.8211	0	BB	42	86.13	1	0.840142	0.194478	0	0	0.840142	0.707225	0.628463	0.62144	0.695509	0.6427	0.776033	0.648628	0.524043
Media-104204	87.0	87.47	0.7626	166.5	0.05	87.0	0.6888	84.39	0.3418	84.66	0.5601	87.5	0.1682	88.73	0.805	17.5	9.75	0.0	6.98	5.76	0	0	31.79	310	0.1581	0.0145	0.0091	0.0843	0.6383	0.5833	0.4516	0.6	0.3382	0.4164	0.5442	0.5575	0.2265	0.0	0.6667	0.7605	0	BB	38	89.1	12	0.899714	0.123051	0	1	0.879276	0.785382	0.765008	0.759948	0.778416	0.757157	0.899714	0.774909	0.822978
Media-104205	87.0	173.81	0.5784	176.25	0.0446	87.0	0.6091	177.06	0.504	175.36	0.4723	87.0	0.1785	172.34	0.7693	13.97	9.15	0.0	6.7	5.76	0	0	31.79	291	0.0212	0.0197	0.2731	0.1691	0.6022	0.5957	0.7189	0.6029	0.406	0.3546	0.7296	0.6104	0.6966	0.2276	0.731	0.8069	1	BB	38	86.13	12	0.949003	0.304357	0	0	0.898752	0.797557	0.709496	0.644948	0.577154	0.624959	0.949003	0.644342	0.620218
Media-104301	84.0	61.63	0.3097	187.6	0.0577	60.0	0.3686	79.76	0.3836	88.48	1.0	77.5	0.0475	85.35	0.6737	15.54	10.88	0.0	7.2	6.23	0	0	31.79	346	0.0132	0.0399	0.0185	0.0367	0.4848	0.4706	0.5303	0.6429	0.6295	0.7195	0.4951	0.4827	0.0232	0.0	0.3449	0.6551	-1	BB	42	86.13	1	0.887861	0.070581	1	0	0.887861	0.83375	0.851298	0.831172	0.841619	0.803387	0.783297	0.772222	0.753284
Media-104302	87.0	175.69	0.4065	199.75	0.0431	82.5	0.3272	172.23	0.4123	83.87	0.3873	165.0	0.0535	64.65	0.6172	15.79	10.54	0.0	6.89	5.98	0	0	31.79	335	0.0143	0.0318	0.0891	0.058	0.4894	0.5745	0.6417	0.5786	0.5558	0.4268	0.5419	0.4733	0.6796	0.1317	0.8054	0.8862	1	BB	42	86.13	1	0.901896	0.052195	0	1	0.901896	0.864152	0.855115	0.853035	0.846367	0.811926	0.820345	0.799431	0.857237
Media-104303	87.0	173.68	0.3727	176.25	0.0551	60.5	0.3421	89.95	0.4235	89.74	0.9439	86.0	0.052	172.62	0.6186	15.89	10.26	0.0	6.98	5.41	0	0	31.79	326	0.0527	0.0182	0.0246	0.0967	0.6129	0.4681	0.5622	0.5921	0.6679	0.4416	0.4988	0.4974	0.6615	0.1723	0.7969	0.8677	1	BB	43	86.13	1	0.873426	0.127114	0	0	0.873426	0.798866	0.762979	0.723174	0.714498	0.749983	0.86669	0.742641	0.642635
Media-104401	87.0	87.29	0.6043	136.25	0.0421	87.0	0.5566	85.45	0.6959	87.04	0.8319	130.5	0.0866	78.2	0.5857	16.26	9.56	0.0	6.67	5.06	0	0	31.79	304	0.0436	0.0394	0.085	0.1937	0.4681	0.4583	0.5376	0.6475	0.3748	0.6902	0.4981	0.6937	0.2211	0.0	0.604	0.8086	0	BB	42	89.1	1	0.871096	0.088173	1	0	0.871096	0.791757	0.743934	0.765914	0.812944	0.753042	0.799253	0.784667	0.781179
Media-104402	87.0	87.9	0.3689	187.16	0.0581	87.5	0.2747	87.21	0.489	87.31	0.7399	171.5	0.038	88.2	0.6823	13.94	9.78	0.0	7.24	5.63	0	0	31.79	311	0.042	0.013	0.0373	0.0171	0.5106	0.5833	0.4681	0.5071	0.4968	0.613	0.5515	0.4246	0.2097	0.0	0.7097	0.7742	0	BB	37	86.13	1	0.864568	0.145805	0	0	0.864568	0.753643	0.701963	0.705944	0.730848	0.750262	0.844289	0.700348	0.706677
Media-104403	87.0	99.78	0.4114	199.7	0.0378	102.0	0.325	94.92	0.5043	87.25	0.9579	128.5	0.0598	75.43	0.7204	14.97	10.41	0.0	6.42	5.95	0	0	31.79	331	0.0063	0.0377	0.0379	0.0234	0.4906	0.5556	0.6226	0.5597	0.5031	0.434	0.4725	0.5049	0.2788	0.0	0.7485	0.797	-1	BB	44	86.13	1	0.845842	0.14923	0	0	0.845842	0.747355	0.729009	0.687311	0.691475	0.65654	0.730555	0.70175	0.6882
Media-104501	87.0	85.73	0.3631	187.56	0.0324	84.5	0.4103	100.07	0.4023	81.29	0.6401	61.0	0.0555	123.79	0.5504	18.25	10.29	0.0	6.89	5.91	0	0	31.79	327	0.0434	0.0408	0.0006	0.1056	0.5	0.3478	0.5604	0.6131	0.4288	0.5237	0.4668	0.4868	0.1748	0.0	0.6227	0.8497	0	BB	40	83.35	1	0.839077	0.166632	0	1	0.839077	0.710588	0.661029	0.63946	0.683862	0.644794	0.769296	0.627782	0.727272
Media-104502	87.0	199.21	0.3685	142.75	0.0333	87.5	0.3788	200.0	0.5695	154.02	1.0	84.0	0.0454	76.57	0.615	14.4	10.6	0.0	6.51	6.23	0	0	31.79	337	0.0528	0.0265	0.0674	0.0686	0.5943	0.566	0.6179	0.6025	0.5803	0.5678	0.5181	0.4653	0.747	0.2381	0.8423	0.8631	-1	BB	66	129.2	1	0.915288	0.108995	1	0	0.915288	0.848675	0.819529	0.808172	0.818516	0.804414	0.786674	0.795558	0.769967
